question_id,category,question,correct_answer,wrong_answer,correct_first_tok_id,wrong_first_tok_id,top1_token_id,top1_token_decoded,top1_prob,entropy,surprise_on_correct_first_tok,surprise_on_wrong_first_tok,log_p_correct_over_p_wrong,top1_is_correct_first,top1_is_wrong_first
0,literature,Who wrote the play 'Hamlet'?,William Shakespeare,Charles Dickens,12375,14927,576, The,0.8630601167678833,0.5765879154205322,2.522270917892456,16.334758758544922,13.812487602233887,False,False
1,literature,Who wrote 'The Great Gatsby'?,F. Scott Fitzgerald,Ernest Hemingway,434,60923,576, The,0.3912675976753235,1.3245015144348145,2.813363552093506,12.875863075256348,10.0625,False,False
2,literature,Who wrote '1984'?,George Orwell,Aldous Huxley,9857,30347,9857, George,0.6104370355606079,1.148817539215088,0.4935801327228546,12.556079864501953,12.0625,True,False
3,literature,Who wrote 'Pride and Prejudice'?,Jane Austen,Charlotte Brontë,21475,28373,364, ',0.6085041761398315,1.1627602577209473,2.621751546859741,9.49675178527832,6.875,False,False
4,literature,Who wrote 'The Lord of the Rings'?,J.R.R. Tolkien,C.S. Lewis,619,356,619, J,0.42928576469421387,1.5013813972473145,0.8456324338912964,9.095632553100586,8.25,True,False
5,literature,Who wrote 'Crime and Punishment'?,Fyodor Dostoevsky,Leo Tolstoy,434,36748,434, F,0.8188158869743347,0.6856079697608948,0.19989602267742157,10.824895858764648,10.625,True,False
6,literature,Who wrote 'One Hundred Years of Solitude'?,Gabriel García Márquez,Mario Vargas Llosa,38743,23381,364, ',0.38731780648231506,1.295342206954956,1.323509693145752,10.19851016998291,8.875,False,False
7,literature,Who wrote 'To Kill a Mockingbird'?,Harper Lee,Truman Capote,32007,79836,364, ',0.38024598360061646,1.4108223915100098,3.9669370651245117,10.466937065124512,6.5,False,False
8,literature,Who wrote 'Moby-Dick'?,Herman Melville,Nathaniel Hawthorne,60238,60809,364, ',0.410220742225647,1.4620189666748047,2.2660598754882812,11.141059875488281,8.875,False,False
9,literature,Who wrote 'Beloved'?,Toni Morrison,Alice Walker,89302,29405,364, ',0.7302388548851013,0.9115543961524963,4.314383506774902,6.064383506774902,1.75,False,False
10,geography,What is the capital of France?,Paris,Lyon,12095,55201,576, The,0.7160784602165222,0.7518829107284546,1.3339654207229614,9.333965301513672,8.0,False,False
11,geography,What is the capital of Australia?,Canberra,Sydney,68790,21273,576, The,0.8820131421089172,0.6566635966300964,3.1255483627319336,6.750548362731934,3.625,False,False
12,geography,What is the capital of Brazil?,Brasília,Rio de Janeiro,61124,26961,576, The,0.7127517461776733,0.868201732635498,1.7136220932006836,7.463622093200684,5.75,False,False
13,geography,What is the capital of Canada?,Ottawa,Toronto,32166,14632,32166, Ottawa,0.482638418674469,1.0820237398147583,0.728487491607666,4.728487491607666,4.0,True,False
14,geography,What is the capital of Egypt?,Cairo,Alexandria,52550,56133,576, The,0.8537173867225647,0.6398933529853821,2.5331552028656006,7.4081549644470215,4.875,False,False
15,geography,What is the capital of South Korea?,Seoul,Busan,50189,18598,576, The,0.4675993025302887,1.171704649925232,0.885143518447876,7.760143756866455,6.875,False,False
16,geography,What is the capital of Argentina?,Buenos Aires,Córdoba,68073,129016,576, The,0.6750280857086182,0.8366002440452576,1.2680009603500366,7.518001079559326,6.25,False,False
17,geography,What is the capital of Turkey?,Ankara,Istanbul,70244,53368,576, The,0.8322088718414307,0.8036702275276184,2.4336719512939453,5.308671951293945,2.874999761581421,False,False
18,geography,What is the capital of Switzerland?,Bern,Zurich,14168,71726,14168, Bern,0.5621283650398254,1.1614689826965332,0.5760250687599182,5.576025009155273,5.0,True,False
19,geography,What is the capital of South Africa (executive)?,Pretoria,Cape Town,61939,28615,61939, Pret,0.6602365970611572,1.3008770942687988,0.4151570200920105,1.9151570796966553,1.5000001192092896,True,False
20,history,Who was the first President of the United States?,George Washington,Thomas Jefferson,9857,11108,576, The,0.9169990420341492,0.33526110649108887,2.586648941040039,10.211648941040039,7.625,False,False
21,history,Who painted the Mona Lisa?,Leonardo da Vinci,Michelangelo,65386,44406,576, The,0.9801117777824402,0.1429658830165863,4.5200886726379395,9.145089149475098,4.625,False,False
22,history,Who composed the Fifth Symphony famous for its da-da-da-DUM motif?,Ludwig van Beethoven,Wolfgang Amadeus Mozart,84450,86498,576, The,0.9684139490127563,0.17090588808059692,3.6570956707000732,9.282095909118652,5.625,False,False
23,history,Who developed the theory of general relativity?,Albert Einstein,Isaac Newton,17513,41508,576, The,0.8964717388153076,0.45601993799209595,2.484288454055786,9.484288215637207,7.0,False,False
24,history,Who was the first woman to win a Nobel Prize?,Marie Curie,Rosalind Franklin,32016,16465,576, The,0.9793409109115601,0.13177038729190826,4.270875453948975,17.14584732055664,12.874972343444824,False,False
25,history,Who led non-violent civil disobedience against British rule in India?,Mahatma Gandhi,Jawaharlal Nehru,16171,33194,16171, Mah,0.602310061454773,1.494800329208374,0.5069829225540161,8.381982803344727,7.875,True,False
26,history,Who was the first emperor of unified China?,Qin Shi Huang,Han Wudi,73351,20644,576, The,0.8888093829154968,0.48680415749549866,3.117872476577759,12.61787223815918,9.5,False,False
27,history,Who painted 'The Starry Night'?,Vincent van Gogh,Claude Monet,34307,74330,364, ',0.3650526702404022,1.4296265840530396,3.382713556289673,16.757694244384766,13.374980926513672,False,False
28,history,Who wrote 'The Origin of Species'?,Charles Darwin,Alfred Russel Wallace,14927,41492,14927, Charles,0.37424662709236145,1.545678734779358,0.9828402400016785,6.357840061187744,5.375,True,False
29,history,Who was the longest-reigning British monarch as of 2024?,Elizabeth II,Victoria,20731,22417,576, The,0.5448750257492065,1.2208411693572998,3.107198715209961,6.732198715209961,3.625,False,False
30,science,What is the chemical symbol for gold?,Au,Ag,32050,4598,576, The,0.8034361004829407,0.7150609493255615,2.093857526779175,12.156357765197754,10.0625,False,False
31,science,What is the chemical symbol for sodium?,Na,So,12812,2055,576, The,0.6220683455467224,0.9922921657562256,1.4747053384780884,8.849705696105957,7.375,False,False
32,science,What planet is known as the Red Planet?,Mars,Jupiter,21048,49689,21048, Mars,0.8298599720001221,0.5070306658744812,0.18649829924106598,11.311498641967773,11.125,True,False
33,science,What is the largest planet in our solar system?,Jupiter,Saturn,49689,49153,576, The,0.670731246471405,0.9957807660102844,1.2743867635726929,7.149386882781982,5.875,False,False
34,science,What is the speed of light approximately (in meters per second)?,"300,000,000","150,000,000",220,220,576, The,0.9397790431976318,0.30593371391296387,3.062110424041748,3.062110424041748,0.0,False,False
35,science,What gas do plants primarily absorb during photosynthesis?,Carbon dioxide,Oxygen,21487,86569,11954, During,0.5463089942932129,1.0914263725280762,2.6045706272125244,5.104570388793945,2.5,False,False
36,science,What is the powerhouse of the cell?,Mitochondria,Nucleus,21766,451,576, The,0.8899616003036499,0.4576948285102844,2.366576910018921,11.3665771484375,9.0,False,False
37,science,What is the most abundant gas in Earth's atmosphere?,Nitrogen,Oxygen,49516,86569,49516, Nit,0.8105980753898621,0.5550619959831238,0.2099829465150833,8.584982872009277,8.375,True,False
38,science,What is the hardest naturally occurring substance on Earth?,Diamond,Quartz,24334,65088,576, The,0.5113126039505005,1.16483473777771,0.9207741618156433,13.04577350616455,12.125,False,False
39,science,Which element has the atomic number 1?,Hydrogen,Helium,39502,15806,39502, Hydro,0.9111883044242859,0.38932934403419495,0.0930057018995285,9.843006134033203,9.75,True,False
40,geography2,What is the longest river in the world?,Nile,Amazon,76190,8176,576, The,0.9728066325187683,0.25819581747055054,6.652569770812988,6.027569770812988,-0.6250000596046448,False,False
41,geography2,What is the highest mountain in the world?,Mount Everest,K2,10423,730,576, The,0.6022233963012695,0.8966708183288574,1.007126808166504,8.444626808166504,7.4375,False,False
42,geography2,What is the largest ocean on Earth?,Pacific,Atlantic,16462,22375,576, The,0.9813216328620911,0.17791087925434113,6.893855094909668,11.206355094909668,4.3125,False,False
43,geography2,What desert is located in northern Africa?,Sahara,Gobi,87978,479,576, The,0.971783459186554,0.23653961718082428,5.403622150421143,11.528621673583984,6.125,False,False
44,geography2,Which continent is the Sahara desert in?,Africa,Asia,10174,13622,576, The,0.953326404094696,0.21902957558631897,3.172797918319702,7.422797679901123,4.25,False,False
45,geography2,Which mountain range separates Europe from Asia?,Ural,Caucasus,547,59432,576, The,0.9829500913619995,0.13840623199939728,5.892197132110596,10.392196655273438,4.5,False,False
46,geography2,What is the smallest country by area in the world?,Vatican City,Monaco,46547,61551,576, The,0.6468860507011414,0.7074650526046753,1.0605851411819458,6.810585021972656,5.75,False,False
47,geography2,Which sea separates Europe from Africa?,Mediterranean,Black Sea,37685,5235,576, The,0.9900721311569214,0.09002306312322617,7.134977340698242,12.697477340698242,5.5625,False,False
48,geography2,Which country has the most natural lakes?,Canada,Russia,6864,8359,6864, Canada,0.9520290493965149,0.2532060444355011,0.04915973171591759,8.79916000366211,8.75,True,False
49,geography2,Mount Kilimanjaro is in which country?,Tanzania,Kenya,68794,36666,10423, Mount,0.9296140074729919,0.27571842074394226,2.697985887527466,9.697985649108887,7.0,False,False
50,companies,Who founded Microsoft?,Bill Gates,Steve Jobs,8596,13809,5100, Microsoft,0.9739589095115662,0.15331771969795227,3.901386260986328,8.276386260986328,4.375,False,False
51,companies,Who founded Apple?,Steve Jobs,Mark Zuckerberg,13809,4389,8162, Apple,0.7429962754249573,1.068508267402649,1.922064185142517,10.234563827514648,8.3125,False,False
52,companies,Who founded Tesla Motors?,Martin Eberhard,Elon Musk,11565,68539,27199, Tesla,0.8542138338088989,0.49683472514152527,9.907573699951172,2.032573699951172,-7.875,False,False
53,companies,Who founded Amazon?,Jeff Bezos,Larry Page,11885,29290,8176, Amazon,0.9322694540023804,0.2982843518257141,2.8201334476470947,13.257633209228516,10.437499046325684,False,False
54,companies,Who founded Facebook?,Mark Zuckerberg,Jack Dorsey,4389,7607,5573, Facebook,0.6340059638023376,0.811570942401886,1.080696940422058,15.455692291259766,14.374995231628418,False,False
55,companies,Who founded SpaceX?,Elon Musk,Jeff Bezos,68539,11885,61924, SpaceX,0.7629066109657288,0.6651841998100281,1.5206196308135986,10.64561939239502,9.125,False,False
56,companies,Who founded the Ford Motor Company?,Henry Ford,Walter Chrysler,17599,32205,576, The,0.9000338315963745,0.359663188457489,2.355323076248169,10.98032283782959,8.625,False,False
57,companies,Who co-founded Google with Sergey Brin?,Larry Page,Eric Schmidt,29290,16247,29290, Larry,0.9609383344650269,0.2221202701330185,0.03984504193067551,9.03984546661377,9.0,True,False
58,companies,Who founded Twitter?,Jack Dorsey,Evan Williams,7607,43943,6271, Twitter,0.9592536687850952,0.25904083251953125,5.041599750518799,4.416599750518799,-0.6250000596046448,False,False
59,companies,Who founded IKEA?,Ingvar Kamprad,Karl Lindgren,24871,34031,84364, IKE,0.5398406386375427,1.0972181558609009,1.8664813041687012,11.616480827331543,9.75,False,False
